Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N)
17.31999969482422,0.10332861542701721,-11.426583290100098,0.1851980984210968,-2.3256239891052246
17.325000762939453,0.10225674510002136,-11.594429969787598,0.1863868087530136,-2.357771158218384
17.329999923706055,0.10305130481719971,-11.765107154846191,0.1906648427248001,-2.3890812397003174
17.334999084472656,0.10361891984939575,-11.937057495117188,0.19384795427322388,-2.42039155960083
17.34000015258789,0.10171731561422348,-12.103246688842773,0.1989034116268158,-2.4517016410827637
17.344999313354492,0.1028810366988182,-12.263745307922363,0.20464444160461426,-2.4830119609832764
17.350000381469727,0.10583233833312988,-12.425871849060059,0.21122364699840546,-2.51432204246521
17.354999542236328,0.10821204632520676,-12.58385181427002,0.22152191400527954,-2.54360032081604
17.360000610351562,0.1108047291636467,-12.740229606628418,0.23046767711639404,-2.572244644165039
17.364999771118164,0.1120583713054657,-12.889593124389648,0.23912163078784943,-2.600693464279175
17.3700008392334,0.11650339514017105,-13.031222343444824,0.24795186519622803,-2.627298593521118
17.375,0.1213311180472374,-13.162718772888184,0.25630348920822144,-2.652060031890869
17.3799991607666,0.12005037069320679,-13.285911560058594,0.2654421031475067,-2.6760032176971436
17.385000228881836,0.12412624806165695,-13.405866622924805,0.2737073302268982,-2.699946165084839
17.389999389648438,0.12889771163463593,-13.520302772521973,0.28423309326171875,-2.722860097885132
17.395000457763672,0.13167573511600494,-13.622626304626465,0.29090166091918945,-2.7439305782318115
17.399999618530273,0.13509514927864075,-13.718649864196777,0.29359671473503113,-2.7641899585723877
17.405000686645508,0.13957835733890533,-13.803461074829102,0.2997746169567108,-2.783414840698242
17.40999984741211,0.1438475102186203,-13.879964828491211,0.3016970157623291,-2.800795793533325
17.415000915527344,0.1438475102186203,-13.949455261230469,0.2981818914413452,-2.8173718452453613
17.420000076293945,0.1451927125453949,-14.01182746887207,0.29400238394737244,-2.8329076766967773
17.424999237060547,0.15120919048786163,-14.066646575927734,0.2923003137111664,-2.846599578857422
17.43000030517578,0.15364418923854828,-14.11431884765625,0.2898654639720917,-2.858448028564453
